ID,year,age,sex,status,education,jobclass,health,health_ins,wage
1006,2007,45,Male,Married,HS Grad,Information,Very Good,No,92.89584479
1007,2006,35,Male,Married,Advanced Degree,Information,Very Good,Yes,114.4757133
1008,2005,43,Male,Married,HS Grad,Information,Very Good,Yes,109.8339856
1009,2007,49,Male,Married,College Grad,Information,Very Good,Yes,109.8339856
1010,2004,60,Male,Never Married,Less than HS Grad,Information,Good,Yes,77.04520085
1011,2003,46,Male,Married,HS Grad,Information,Very Good,No,94.07271475
1012,2009,55,Male,Married,HS Grad,Industrial,Very Good,Yes,101.8243521
1013,2006,32,Male,Married,Some College,Industrial,Very Good,Yes,118.8843593
1014,2007,53,Male,Married,HS Grad,Industrial,Very Good,No,133.2323508
1015,2009,57,Male,Married,College Grad,Information,Very Good,Yes,157.1035043
1016,2007,51,Male,Married,Advanced Degree,Information,Good,Yes,281.7459706
1017,2004,59,Male,Married,Advanced Degree,Information,Very Good,Yes,182.020621
1018,2006,45,Male,Married,Some College,Information,Good,Yes,119.0992348
1019,2006,56,Male,Never Married,HS Grad,Industrial,Good,Yes,71.68674367
1020,2005,30,Male,Married,HS Grad,Industrial,Very Good,Yes,85.38394038
1021,2006,21,Male,Never Married,HS Grad,Industrial,Very Good,No,72.15045568
1022,2003,60,Male,Married,College Grad,Industrial,Very Good,Yes,138.2991269
1023,2007,60,Male,Married,HS Grad,Information,Very Good,Yes,101.8243521
1024,2007,48,Male,Divorced,Less than HS Grad,Industrial,Very Good,Yes,109.8339856
1025,2003,39,Male,Divorced,College Grad,Information,Very Good,No,87.98103279
1026,2009,32,Male,Never Married,Some College,Information,Very Good,Yes,115.3750386
1027,2007,51,Male,Married,Advanced Degree,Information,Very Good,Yes,191.5736835
1028,2006,47,Male,Married,College Grad,Industrial,Very Good,No,86.69515483
1029,2007,44,Male,Married,HS Grad,Information,Good,Yes,75.8522372
1030,2008,46,Male,Married,HS Grad,Industrial,Very Good,Yes,166.3249412
1031,2004,28,Male,Never Married,College Grad,Industrial,Very Good,Yes,56.90553914
1032,2003,24,Male,Never Married,College Grad,Information,Very Good,No,99.6894637
1033,2006,37,Male,Married,HS Grad,Industrial,Very Good,No,92.89584479
1034,2006,31,Male,Married,HS Grad,Industrial,Very Good,Yes,99.6894637
1035,2004,72,Male,Married,HS Grad,Information,Good,Yes,92.89584479
1036,2008,50,Male,Married,Some College,Industrial,Good,Yes,101.8243521
1037,2007,36,Male,Married,Some College,Industrial,Very Good,Yes,145.1436012
1038,2006,27,Male,Never Married,HS Grad,Industrial,Very Good,Yes,76.89360252
1039,2009,27,Male,Married,Some College,Industrial,Very Good,Yes,90.48191336
1040,2004,41,Male,Married,College Grad,Industrial,Very Good,No,127.1157438
1041,2008,20,Male,Never Married,Some College,Information,Very Good,No,82.6796373
1042,2008,49,Male,Married,HS Grad,Industrial,Very Good,Yes,99.6894637
1043,2007,25,Male,Never Married,HS Grad,Industrial,Very Good,Yes,64.15923257
1044,2006,41,Male,Married,Less than HS Grad,Industrial,Good,Yes,89.49247952
1045,2009,53,Male,Never Married,HS Grad,Industrial,Good,Yes,87.98103279
1046,2009,45,Male,Married,College Grad,Industrial,Good,No,127.1157438
1047,2003,32,Male,Married,Less than HS Grad,Industrial,Very Good,No,66.96164432
1048,2005,47,Male,Married,Some College,Information,Very Good,Yes,148.4131591
1049,2003,26,Male,Married,HS Grad,Industrial,Very Good,Yes,123.0896998
1050,2009,31,Male,Married,Some College,Information,Very Good,Yes,133.2323508
1051,2007,32,Male,Married,Advanced Degree,Information,Very Good,Yes,118.8843593
1052,2006,50,Male,Divorced,Advanced Degree,Information,Very Good,Yes,120.1661196
1053,2007,46,Male,Married,HS Grad,Industrial,Very Good,Yes,115.3750386
1054,2006,47,Male,Married,Advanced Degree,Information,Very Good,Yes,112.6488963
1055,2005,55,Male,Married,Some College,Industrial,Good,Yes,118.8843593
1056,2005,49,Male,Married,College Grad,Industrial,Very Good,Yes,148.4131591
1057,2004,25,Male,Married,HS Grad,Industrial,Very Good,Yes,61.18752643
1058,2008,60,Male,Married,HS Grad,Information,Very Good,No,95.68881191
1059,2008,62,Male,Married,HS Grad,Industrial,Very Good,Yes,89.24288466
1060,2003,63,Male,Separated,HS Grad,Information,Very Good,Yes,127.901233
1061,2004,31,Male,Never Married,Advanced Degree,Information,Very Good,Yes,128.6804882
1062,2006,29,Male,Married,College Grad,Industrial,Very Good,Yes,109.8339856
1063,2008,51,Male,Married,HS Grad,Industrial,Very Good,Yes,114.4757133
1064,2007,28,Male,Married,HS Grad,Industrial,Very Good,No,76.12969964
1065,2005,36,Male,Never Married,Some College,Information,Good,Yes,123.0896998
1066,2007,28,Male,Never Married,Some College,Information,Very Good,Yes,99.6894637
1067,2004,38,Male,Married,College Grad,Information,Very Good,Yes,102.8702469
1068,2008,35,Male,Married,Some College,Industrial,Very Good,Yes,96.37065283
1069,2005,46,Male,Divorced,Some College,Industrial,Very Good,Yes,117.1468169
1070,2007,37,Male,Married,Some College,Information,Very Good,No,90.48191336
1071,2005,41,Male,Divorced,Some College,Information,Very Good,Yes,104.9215065
1072,2006,59,Male,Married,Some College,Industrial,Good,No,73.77574327
1073,2006,51,Male,Married,Some College,Industrial,Good,No,107.9039239
1074,2006,26,Male,Never Married,HS Grad,Industrial,Very Good,Yes,99.6894637
1075,2003,34,Male,Married,Some College,Industrial,Very Good,Yes,60.15412466
1076,2004,32,Male,Married,HS Grad,Information,Very Good,Yes,123.0896998
1077,2007,23,Male,Never Married,Some College,Industrial,Very Good,Yes,81.28325328
1078,2004,50,Male,Married,HS Grad,Information,Very Good,Yes,143.1349408
1079,2009,25,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,69.09818381
1080,2004,43,Male,Married,HS Grad,Industrial,Very Good,Yes,78.98167452
1081,2009,36,Male,Married,Some College,Industrial,Very Good,Yes,128.6804882
1082,2006,50,Male,Married,HS Grad,Information,Good,No,54.59815003
1083,2006,34,Male,Separated,HS Grad,Information,Very Good,Yes,134.7053751
1084,2005,34,Male,Never Married,HS Grad,Industrial,Very Good,No,104.9215065
1085,2005,55,Male,Married,Advanced Degree,Information,Very Good,Yes,277.6014175
1086,2003,39,Male,Married,HS Grad,Industrial,Good,No,78.21457569
1087,2004,40,Male,Married,Less than HS Grad,Industrial,Good,Yes,82.6796373
1088,2005,32,Male,Married,Some College,Information,Good,Yes,117.1468169
1089,2006,63,Male,Married,HS Grad,Information,Good,Yes,118.8843593
1090,2004,38,Male,Never Married,HS Grad,Industrial,Very Good,No,109.8339856
1091,2008,67,Male,Married,HS Grad,Industrial,Good,No,59.09706408
1092,2005,39,Male,Married,HS Grad,Industrial,Very Good,Yes,116.2653241
1093,2003,31,Male,Married,HS Grad,Industrial,Good,No,61.18752643
1094,2006,41,Male,Never Married,Some College,Information,Very Good,Yes,114.4757133
1095,2003,47,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,78.3924668
1096,2009,61,Male,Married,HS Grad,Industrial,Very Good,Yes,122.2636739
1097,2005,61,Male,Married,Advanced Degree,Industrial,Very Good,Yes,148.4131591
1098,2008,21,Male,Married,HS Grad,Industrial,Very Good,No,54.59815003
1099,2004,22,Male,Never Married,College Grad,Industrial,Good,No,66.04469423
1100,2003,53,Male,Married,College Grad,Industrial,Very Good,Yes,126.9578857
1101,2004,47,Male,Married,College Grad,Industrial,Very Good,No,81.28325328
1102,2005,36,Male,Married,Some College,Industrial,Very Good,Yes,127.901233
1103,2007,36,Male,Never Married,HS Grad,Industrial,Very Good,No,87.98103279
1104,2005,42,Male,Married,HS Grad,Industrial,Very Good,Yes,123.0896998
1105,2004,54,Male,Divorced,Some College,Industrial,Very Good,No,104.9215065
1106,2004,27,Male,Married,Some College,Industrial,Good,Yes,87.98103279
1107,2004,36,Male,Married,HS Grad,Industrial,Very Good,Yes,131.7378012
1108,2006,35,Male,Never Married,HS Grad,Information,Good,No,73.77574327
1109,2003,60,Male,Married,HS Grad,Industrial,Very Good,Yes,104.9215065
1110,2005,42,Male,Separated,HS Grad,Industrial,Good,Yes,91.60261566
1111,2008,41,Male,Married,Advanced Degree,Information,Very Good,Yes,123.0896998
1112,2004,35,Male,Never Married,Some College,Industrial,Good,Yes,131.6526987
1113,2006,34,Male,Never Married,Advanced Degree,Information,Very Good,Yes,309.5717713
1114,2007,22,Male,Never Married,HS Grad,Industrial,Good,Yes,70.66104767
1115,2007,47,Male,Married,HS Grad,Industrial,Very Good,No,84.85204409
1116,2004,59,Male,Married,HS Grad,Industrial,Very Good,Yes,102.8702469
1117,2007,29,Male,Never Married,Some College,Information,Very Good,Yes,103.9024706
1118,2006,32,Male,Never Married,Less than HS Grad,Information,Very Good,Yes,94.07271475
1119,2003,49,Male,Married,College Grad,Industrial,Very Good,Yes,128.6804882
1120,2009,30,Male,Never Married,Some College,Information,Very Good,Yes,106.3268649
1121,2003,33,Male,Never Married,HS Grad,Industrial,Good,Yes,99.25528683
1122,2007,51,Male,Married,HS Grad,Industrial,Good,Yes,133.2323508
1123,2003,37,Male,Married,HS Grad,Industrial,Very Good,No,78.3924668
1124,2003,46,Male,Married,Some College,Industrial,Very Good,Yes,130.9821774
1125,2007,63,Male,Married,Advanced Degree,Information,Very Good,Yes,109.8339856
1126,2005,41,Male,Married,HS Grad,Industrial,Very Good,No,96.37065283
1127,2005,40,Male,Married,HS Grad,Industrial,Good,Yes,109.8339856
1128,2007,46,Male,Married,Advanced Degree,Information,Very Good,Yes,281.7459706
1129,2005,45,Male,Divorced,HS Grad,Information,Very Good,Yes,94.07271475
1130,2008,48,Male,Never Married,College Grad,Industrial,Very Good,Yes,200.5432623
1131,2007,28,Male,Married,Some College,Information,Very Good,No,87.98103279
1132,2009,65,Male,Divorced,HS Grad,Industrial,Good,No,87.98103279
1133,2005,50,Male,Never Married,HS Grad,Industrial,Very Good,No,97.49329405
1134,2008,53,Male,Married,HS Grad,Industrial,Very Good,No,107.9039239
1135,2007,48,Male,Married,HS Grad,Industrial,Very Good,No,95.68881191
1136,2003,30,Male,Married,Some College,Information,Very Good,No,109.8339856
1137,2006,37,Male,Married,HS Grad,Information,Very Good,Yes,87.38744997
1138,2004,51,Male,Married,College Grad,Information,Very Good,Yes,88.83156917
1139,2008,55,Male,Married,Advanced Degree,Information,Very Good,Yes,166.3249412
1140,2004,35,Male,Married,HS Grad,Information,Very Good,Yes,94.69569513
1141,2006,33,Male,Married,HS Grad,Industrial,Very Good,Yes,122.2636739
1142,2008,41,Male,Divorced,College Grad,Information,Good,Yes,132.4878211
1143,2003,34,Male,Married,Advanced Degree,Information,Very Good,Yes,96.37065283
1144,2006,33,Male,Married,HS Grad,Industrial,Very Good,No,89.24288466
1145,2008,49,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,81.28325328
1146,2006,62,Male,Married,Advanced Degree,Information,Very Good,Yes,73.77574327
1147,2004,31,Male,Never Married,Less than HS Grad,Information,Good,Yes,109.8339856
1148,2007,43,Male,Divorced,Less than HS Grad,Information,Very Good,No,100.0996625
1149,2008,43,Male,Married,College Grad,Information,Very Good,Yes,134.2656772
1150,2004,43,Male,Never Married,Some College,Information,Very Good,Yes,91.69922611
1151,2009,48,Male,Married,College Grad,Information,Good,No,109.5472966
1152,2003,48,Male,Married,HS Grad,Information,Very Good,No,70.47601965
1153,2007,50,Male,Married,College Grad,Information,Very Good,Yes,144.2047389
1154,2009,29,Male,Never Married,College Grad,Information,Very Good,No,99.6894637
1155,2004,52,Male,Married,Some College,Information,Very Good,No,94.07271475
1156,2004,46,Male,Never Married,HS Grad,Information,Very Good,No,87.98103279
1157,2005,40,Male,Never Married,HS Grad,Industrial,Very Good,Yes,94.07271475
1158,2004,43,Male,Married,HS Grad,Industrial,Good,Yes,81.28325328
1159,2006,54,Male,Married,HS Grad,Industrial,Very Good,Yes,115.3750386
1160,2006,38,Male,Never Married,Advanced Degree,Information,Very Good,Yes,107.9039239
1161,2004,32,Male,Married,Some College,Industrial,Good,No,101.4020523
1162,2008,28,Male,Never Married,College Grad,Information,Very Good,Yes,144.4794227
1163,2005,33,Male,Never Married,Advanced Degree,Industrial,Very Good,Yes,145.1436012
1164,2004,44,Male,Married,Advanced Degree,Industrial,Very Good,No,163.515864
1165,2006,41,Male,Married,HS Grad,Information,Good,No,81.28325328
1166,2005,31,Male,Never Married,Less than HS Grad,Industrial,Good,No,40.40566526
1167,2007,48,Male,Divorced,College Grad,Information,Very Good,Yes,97.49329405
1168,2007,50,Male,Married,College Grad,Industrial,Good,No,117.1468169
1169,2004,47,Male,Married,College Grad,Industrial,Very Good,Yes,118.8843593
1170,2004,31,Male,Married,HS Grad,Industrial,Good,No,84.04595765
1171,2008,40,Male,Married,HS Grad,Industrial,Good,Yes,88.81647397
1172,2009,54,Male,Divorced,Some College,Industrial,Good,No,86.69515483
1173,2004,24,Male,Never Married,HS Grad,Information,Very Good,Yes,75.35567932
1174,2005,34,Male,Married,HS Grad,Information,Very Good,Yes,98.59934386
1175,2003,65,Male,Married,College Grad,Information,Very Good,Yes,87.98103279
1176,2007,28,Male,Married,HS Grad,Industrial,Good,Yes,109.6429681
1177,2008,30,Male,Separated,HS Grad,Information,Good,Yes,79.85490031
1178,2009,45,Male,Married,Some College,Industrial,Very Good,No,166.3249412
1179,2008,35,Male,Separated,College Grad,Information,Very Good,Yes,139.0034081
1180,2005,46,Male,Married,Advanced Degree,Information,Very Good,Yes,145.1436012
1181,2003,47,Male,Married,HS Grad,Industrial,Very Good,No,85.38394038
1182,2008,71,Male,Married,HS Grad,Industrial,Good,No,99.6916284
1183,2003,39,Male,Married,Some College,Information,Very Good,Yes,130.9821774
1184,2009,41,Male,Never Married,Less than HS Grad,Industrial,Good,No,68.74808773
1185,2007,33,Male,Married,HS Grad,Industrial,Very Good,Yes,139.7030715
1186,2009,76,Male,Divorced,Advanced Degree,Information,Very Good,Yes,176.9896505
1187,2009,20,Male,Never Married,HS Grad,Industrial,Very Good,Yes,76.89360252
1188,2006,34,Male,Married,Advanced Degree,Information,Very Good,Yes,134.7053751
1189,2003,26,Male,Never Married,College Grad,Information,Very Good,Yes,99.6894637
1190,2006,51,Male,Married,College Grad,Information,Very Good,Yes,148.4131591
1191,2003,25,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,79.85490031
1192,2006,62,Male,Married,Some College,Industrial,Very Good,Yes,128.6804882
1193,2006,37,Male,Married,College Grad,Industrial,Very Good,Yes,180.7799522
1194,2009,37,Male,Never Married,Some College,Industrial,Very Good,Yes,94.07271475
1195,2007,32,Male,Married,Some College,Industrial,Very Good,No,89.49247952
1196,2007,55,Male,Married,Some College,Industrial,Very Good,Yes,130.2208324
1197,2009,36,Male,Married,Less than HS Grad,Industrial,Very Good,No,77.49768139
1198,2006,39,Male,Married,HS Grad,Industrial,Very Good,Yes,148.4131591
1199,2004,46,Male,Married,College Grad,Information,Very Good,Yes,185.2833171
1200,2007,48,Male,Married,College Grad,Information,Good,No,128.6804882
1201,2005,34,Male,Divorced,College Grad,Information,Very Good,Yes,147.1166892
1202,2004,39,Male,Married,Some College,Information,Good,No,106.9218141
1203,2005,50,Male,Married,Advanced Degree,Industrial,Good,No,115.3750386
1204,2006,54,Male,Married,Some College,Information,Very Good,Yes,91.69922611
1205,2007,60,Male,Married,College Grad,Industrial,Good,Yes,148.4131591
1206,2007,48,Male,Never Married,Advanced Degree,Information,Very Good,Yes,111.7208494
1207,2007,47,Male,Married,College Grad,Industrial,Very Good,No,126.3238807
1208,2004,20,Male,Never Married,HS Grad,Industrial,Very Good,No,65.11085372
1209,2003,60,Male,Married,HS Grad,Industrial,Good,Yes,107.9039239
1210,2003,37,Male,Never Married,College Grad,Information,Very Good,Yes,54.59815003
1211,2003,46,Male,Married,College Grad,Information,Very Good,Yes,134.7053751
1212,2003,54,Male,Married,Some College,Information,Good,Yes,72.4793163
1213,2006,51,Male,Married,College Grad,Information,Good,Yes,130.9821774
1214,2009,32,Male,Never Married,HS Grad,Industrial,Very Good,Yes,91.69922611
1215,2006,35,Male,Married,College Grad,Information,Very Good,Yes,154.685293
1216,2003,46,Male,Married,HS Grad,Information,Very Good,Yes,114.4757133
1217,2008,38,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,87.98103279
1218,2005,62,Male,Married,HS Grad,Information,Good,Yes,80.57319971
1219,2003,47,Male,Married,HS Grad,Industrial,Very Good,Yes,94.07271475
1220,2003,28,Male,Married,Advanced Degree,Industrial,Good,No,141.7751723
1221,2007,61,Male,Married,College Grad,Information,Very Good,Yes,145.1436012
1222,2003,26,Male,Never Married,College Grad,Information,Good,Yes,94.07271475
1223,2006,49,Male,Married,HS Grad,Industrial,Very Good,Yes,127.1157438
1224,2009,28,Male,Married,HS Grad,Information,Good,Yes,113.5670896
1225,2003,61,Male,Married,HS Grad,Information,Good,Yes,101.5955382
1226,2003,42,Male,Married,College Grad,Information,Very Good,Yes,134.7053751
1227,2009,31,Male,Married,Advanced Degree,Industrial,Very Good,Yes,127.1157438
